maskapai,asal,tujuan,tahun,penumpang,harga
rajawali,BTO,PDG,2017,183,3599550
water asia,CGK,PDG,2015,135,2591803
water asia,BDO,SRG,2016,137,2638414
macan,BTO,HLP,2014,143,2765636
macan,KNO,PDG,2016,196,3896827
mataram,KNO,HLP,2015,124,2371926
mataram,JOG,HLP,2015,170,3334436
country link,BTO,BTH,2014,63,1079827
country link,KNO,DPS,2016,70,1241206
rajawali,PKU,SRG,2015,116,2199063
mataram,CGK,PDG,2015,64,1086985
water asia,JOG,SRG,2014,132,2538735
water asia,PKU,PDG,2017,136,2624092
water asia,KNO,HLP,2014,185,3647268
mataram,CGK,DPS,2014,102,1895296
mataram,BDO,DPS,2015,79,1437795
mataram,CGK,PDG,2014,146,2826076
macan,CGK,HLP,2014,170,3336416
macan,BDO,SRG,2017,180,3548341
country link,BDO,UPG,2017,183,3614591
macan,JOG,DPS,2017,101,1881640
water asia,BDO,BTH,2016,144,2785633
country link,CGK,UPG,2016,87,1600909
rajawali,BDO,PDG,2014,85,1553088
mataram,BDO,BTH,2014,139,2690645
water asia,CGK,PDG,2016,151,2923026
mataram,KNO,SRG,2017,73,1300170
country link,KNO,HLP,2014,103,1927122
water asia,BTO,PDG,2015,192,3808637
rajawali,KNO,BTH,2016,79,1440605
rajawali,PKU,BTH,2015,86,1579859
rajawali,CGK,DPS,2014,97,1810033
rajawali,BTO,HLP,2017,166,3231348
macan,BDO,SRG,2016,98,1837791
macan,PKU,BTH,2015,115,2176205
water asia,PKU,BTH,2015,176,3449057
rajawali,JOG,DPS,2017,194,3857571
country link,PKU,DPS,2017,65,1142182
water asia,PKU,PDG,2017,111,2088437
water asia,JOG,BTH,2015,118,2223250
macan,BTO,BTH,2016,135,2589920
macan,KNO,UPG,2015,156,3032352
macan,JOG,BTH,2016,185,3640258
macan,JOG,DPS,2016,130,2491025
rajawali,PKU,BTH,2016,64,1090674
macan,PKU,DPS,2017,107,2008636
mataram,CGK,BTH,2017,161,3136397
macan,KNO,DPS,2016,104,1937752
rajawali,BDO,BTH,2014,103,1919419
country link,KNO,DPS,2016,186,3683906
macan,BTO,HLP,2016,65,1136535
macan,BTO,SRG,2014,69,1219937
country link,JOG,PDG,2014,111,2013831
water asia,BTO,HLP,2015,174,3411314
country link,BDO,DPS,2014,135,2584274
mataram,PKU,HLP,2014,101,1882917
macan,JOG,PDG,2017,125,2386540
country link,BTO,BTH,2015,93,1728315
rajawali,KNO,SRG,2016,86,1579332
rajawali,BDO,PDG,2014,195,3871765
water asia,BTO,SRG,2014,199,3965551
water asia,BTO,DPS,2014,112,2103342
mataram,PKU,HLP,2016,177,3479808
country link,CGK,UPG,2017,146,2823722
rajawali,CGK,UPG,2016,119,2269921
country link,BTO,SRG,2014,184,3622683
water asia,BTO,UPG,2014,82,1488926
country link,BDO,DPS,2016,83,1511669
mataram,KNO,PDG,2017,189,3754636
water asia,CGK,HLP,2016,78,1404725
mataram,PKU,UPG,2016,124,2376129
country link,KNO,UPG,2017,140,2707343
rajawali,CGK,UPG,2015,121,2311008
macan,BDO,HLP,2014,121,2298169
rajawali,KNO,PDG,2015,132,2526968
rajawali,KNO,UPG,2017,191,3778911
rajawali,BTO,PDG,2014,124,2381520
rajawali,BDO,SRG,2014,161,3139971
country link,BTO,UPG,2015,114,2155419
mataram,BDO,BTH,2016,72,1275240
macan,JOG,UPG,2017,107,2012161
rajawali,BTO,HLP,2016,93,1722406
water asia,BDO,UPG,2017,155,3022568
mataram,JOG,DPS,2014,66,1153944
macan,KNO,SRG,2017,135,2594398
mataram,BTO,PDG,2016,145,2804936
macan,PKU,SRG,2016,200,3998086
mataram,BTO,SRG,2015,197,3931642
country link,JOG,DPS,2014,165,3216290
mataram,PKU,BTH,2015,89,1628908
rajawali,BTO,DPS,2016,161,3140993
mataram,KNO,SRG,2014,182,3591052
water asia,JOG,PDG,2015,194,3844757
macan,KNO,SRG,2016,165,3230051
macan,JOG,HLP,2017,113,2127079
mataram,JOG,BTH,2014,116,2199969
mataram,KNO,HLP,2014,87,1586208
water asia,JOG,PDG,2014,69,1210184
water asia,JOG,UPG,2016,194,3853432
mataram,BDO,UPG,2015,72,1285610
rajawali,BTO,BTH,2014,73,1310789
macan,JOG,HLP,2016,115,1697931
macan,CGK,SRG,2014,181,3576104
water asia,BTO,SRG,2017,80,1457790
macan,BDO,HLP,2014,101,1874419
macan,JOG,UPG,2017,104,1950372
water asia,PKU,DPS,2015,88,1624062
country link,BTO,DPS,2017,61,1207478
macan,PKU,BTH,2014,159,3099159
country link,PKU,HLP,2017,146,2831570
rajawali,BTO,PDG,2016,147,2837313
macan,BTO,HLP,2016,131,2509577
rajawali,CGK,BTH,2016,160,3108559
macan,CGK,DPS,2017,127,2430055
mataram,KNO,UPG,2014,82,1485066
rajawali,KNO,UPG,2015,165,3229655
water asia,BTO,SRG,2016,199,3965703
macan,BTO,SRG,2017,127,2422789
mataram,BDO,DPS,2016,121,2296859
water asia,JOG,SRG,2017,185,3639709
rajawali,KNO,HLP,2014,107,1993100
mataram,CGK,HLP,2014,92,1690648
water asia,CGK,SRG,2014,114,2139469
mataram,CGK,UPG,2015,181,3568261
water asia,KNO,DPS,2017,195,3874473
macan,JOG,PDG,2015,191,3787479
mataram,JOG,DPS,2016,174,3423553
rajawali,BDO,PDG,2017,64,1119270
mataram,BTO,SRG,2016,162,3154044
rajawali,BDO,BTH,2016,113,2137674
macan,BDO,SRG,2017,189,3748737
country link,KNO,SRG,2014,148,2856155
water asia,PKU,HLP,2015,97,1808674
water asia,BTO,SRG,2014,182,3581775
water asia,CGK,HLP,2017,128,2444200
water asia,JOG,SRG,2016,71,1267839
country link,CGK,UPG,2016,162,3165136
water asia,BTO,BTH,2017,79,1427553
mataram,CGK,BTH,2016,78,1410392
rajawali,CGK,BTH,2014,85,1555149
mataram,PKU,BTH,2016,97,1802647
macan,PKU,BTH,2014,112,2107128
water asia,BDO,UPG,2017,75,1344217
macan,JOG,PDG,2016,171,3350851
macan,BDO,SRG,2014,184,3622631
country link,BDO,DPS,2014,176,3444973
country link,JOG,PDG,2017,63,1080571
country link,BDO,HLP,2014,132,2537649
rajawali,BDO,UPG,2016,93,1723297
macan,KNO,SRG,2014,151,2930325
rajawali,BDO,BTH,2015,121,2299540
country link,PKU,BTH,2017,102,1893966
country link,PKU,UPG,2015,182,3586415
mataram,JOG,BTH,2015,119,2257517
mataram,JOG,HLP,2017,103,1921069
mataram,CGK,HLP,2015,70,1243769
water asia,JOG,UPG,2015,199,3955924
macan,BTO,HLP,2014,94,1755271
macan,BDO,SRG,2015,199,3960074
water asia,KNO,DPS,2015,116,2187367
mataram,BTO,UPG,2014,187,3688965
macan,JOG,SRG,2017,82,1484957
macan,JOG,UPG,2014,116,2186347
country link,BDO,PDG,2016,76,1371383
rajawali,CGK,SRG,2017,116,2197741
mataram,BTO,SRG,2015,148,2858079
rajawali,BTO,DPS,2014,164,3198053
country link,JOG,BTH,2016,80,1457263
water asia,KNO,BTH,2016,199,3962886
macan,CGK,HLP,2016,65,1139008
mataram,KNO,DPS,2014,152,2956260
country link,CGK,SRG,2015,75,1349038
country link,JOG,DPS,2014,117,2208657
macan,BDO,HLP,2016,155,3019003
mataram,BDO,DPS,2016,107,2018130
macan,PKU,SRG,2017,127,2433392
macan,CGK,BTH,2017,182,3581168
mataram,BDO,PDG,2017,142,2746856
macan,CGK,PDG,2014,195,3882993
water asia,BDO,BTH,2016,164,3197416
macan,CGK,SRG,2015,108,2032536
country link,BTO,HLP,2016,190,3769236
country link,CGK,HLP,2015,146,2828018
water asia,JOG,UPG,2014,198,3939189
mataram,JOG,BTH,2014,127,2428109
rajawali,KNO,SRG,2014,96,1796396
rajawali,JOG,DPS,2014,89,1641287
water asia,BDO,PDG,2017,120,2272834
water asia,PKU,PDG,2017,130,2493563
water asia,BDO,UPG,2017,84,1540411
water asia,BDO,BTH,2014,64,1116104
rajawali,PKU,UPG,2015,107,2004916
macan,BDO,PDG,2017,110,2052965
country link,BDO,BTH,2017,190,3759308
country link,PKU,UPG,2016,199,3968611
mataram,JOG,DPS,2017,195,3871847
mataram,PKU,HLP,2016,71,1262895
water asia,BTO,HLP,2017,96,1783066
rajawali,PKU,PDG,2016,60,1010762
rajawali,CGK,SRG,2015,135,2578901
mataram,JOG,DPS,2014,176,3449636
rajawali,PKU,BTH,2016,136,2616439
rajawali,PKU,SRG,2017,168,3306316
water asia,JOG,UPG,2014,112,2107751
mataram,BDO,UPG,2017,62,1042050
rajawali,CGK,UPG,2014,178,3487109
rajawali,JOG,BTH,2017,182,3580648
rajawali,KNO,BTH,2015,85,1549964
water asia,KNO,SRG,2014,147,2841894
country link,BTO,PDG,2014,85,1557791
macan,BDO,PDG,2017,88,1624156
country link,BTO,DPS,2017,78,1399872
rajawali,PKU,UPG,2016,101,1005195
water asia,BTO,UPG,2017,68,1194761
macan,BDO,UPG,2014,88,1623126
water asia,JOG,UPG,2016,95,1769426
water asia,JOG,BTH,2014,184,3636285
country link,CGK,BTH,2017,149,2886482
mataram,KNO,UPG,2017,102,1897054
macan,JOG,BTH,2014,90,1660551
macan,CGK,PDG,2014,149,2888236
mataram,PKU,PDG,2017,163,3193317
rajawali,BTO,HLP,2015,77,1389659
rajawali,PKU,DPS,2017,63,1062252
country link,BDO,PDG,2017,198,3944635
macan,KNO,PDG,2016,153,2966352
rajawali,KNO,DPS,2015,177,3465841
country link,BDO,UPG,2016,197,3913914
mataram,BDO,PDG,2014,163,3192004
macan,BTO,UPG,2017,90,1654430
rajawali,KNO,DPS,2014,169,3316330
rajawali,CGK,SRG,2016,144,2792392
mataram,PKU,PDG,2015,155,3007354
country link,CGK,DPS,2017,150,2899036
macan,KNO,PDG,2017,179,3533675
macan,CGK,DPS,2015,165,3226345
rajawali,JOG,HLP,2015,119,2260282
macan,BDO,DPS,2015,78,1399947
country link,CGK,DPS,2016,160,3128864
country link,CGK,UPG,2015,125,2394074
rajawali,BDO,SRG,2016,132,2529032
rajawali,KNO,PDG,2017,60,1014453
macan,CGK,UPG,2015,129,2475352
rajawali,KNO,DPS,2017,135,2586941
country link,CGK,PDG,2016,151,2933352
water asia,JOG,SRG,2014,63,1064689
country link,BTO,BTH,2015,83,1505018
country link,KNO,SRG,2015,87,1598975
country link,BTO,BTH,2017,125,2397769
macan,KNO,SRG,2017,168,3292729
rajawali,KNO,HLP,2015,123,2344854
mataram,BDO,PDG,2016,65,1142984
macan,BTO,BTH,2016,132,2528290
mataram,JOG,HLP,2017,157,3049612
country link,BDO,PDG,2014,74,1341474
country link,JOG,PDG,2014,60,1012713
country link,BDO,PDG,2014,177,3474290
country link,JOG,HLP,2014,100,1858040
macan,JOG,HLP,2014,154,3002870
water asia,BTO,PDG,2014,191,3789271
mataram,BTO,HLP,2016,95,1776925
country link,PKU,PDG,2016,73,1307399
water asia,PKU,SRG,2016,125,2382781
country link,KNO,BTH,2017,110,2068388
rajawali,BTO,PDG,2014,84,1526856
rajawali,JOG,DPS,2016,126,2412111
mataram,KNO,DPS,2014,115,2162211
country link,BDO,BTH,2017,183,3609112
rajawali,PKU,DPS,2017,174,3416073
water asia,PKU,HLP,2015,75,1345910
country link,BDO,DPS,2014,113,2126818
macan,KNO,DPS,2016,162,3163445
water asia,BDO,PDG,2017,187,3707146
water asia,BDO,PDG,2014,80,1445132
country link,BDO,PDG,2016,131,2506483
mataram,KNO,HLP,2014,99,1848434
water asia,PKU,SRG,2017,164,3061802
water asia,BDO,HLP,2016,170,3347224
country link,PKU,SRG,2015,109,2044983
water asia,BTO,PDG,2017,73,1304325
country link,BDO,DPS,2015,94,1757165
water asia,JOG,SRG,2016,137,2646622
water asia,CGK,DPS,2016,186,3662358
country link,JOG,HLP,2015,116,2184804
macan,BTO,SRG,2017,188,3725090
rajawali,CGK,HLP,2017,116,2188357
mataram,BDO,UPG,2015,132,2524825
water asia,BDO,UPG,2014,157,3045462
rajawali,BTO,UPG,2017,68,1184897
rajawali,BDO,SRG,2017,81,1472723
mataram,BTO,SRG,2015,107,2010674
mataram,KNO,PDG,2016,179,3530257
country link,PKU,BTH,2014,90,1661119
rajawali,PKU,PDG,2016,189,3742409
water asia,KNO,HLP,2017,114,2147618
water asia,BDO,BTH,2014,71,1258912
rajawali,BDO,HLP,2015,68,1206924
rajawali,PKU,HLP,2014,110,2223582
macan,BDO,BTH,2015,153,2979935
country link,BTO,DPS,2017,63,1074487
rajawali,CGK,PDG,2016,181,3565847
mataram,BTO,BTH,2014,138,2649572
mataram,PKU,BTH,2016,86,1579775
macan,PKU,SRG,2014,68,1185854
water asia,BTO,PDG,2017,180,3541377
water asia,KNO,PDG,2016,114,2144501
rajawali,PKU,HLP,2017,157,3064706
water asia,CGK,SRG,2014,161,3139612
mataram,CGK,HLP,2016,168,3288107
macan,PKU,UPG,2016,174,3425455
mataram,BTO,UPG,2014,127,2438639
rajawali,CGK,SRG,2017,187,3697563
mataram,KNO,BTH,2014,64,1104547
macan,PKU,BTH,2014,185,3654448
rajawali,BDO,UPG,2016,200,3993663
water asia,PKU,SRG,2016,188,3721160
mataram,CGK,SRG,2017,69,1213786
mataram,BTO,SRG,2017,94,1741462
macan,KNO,SRG,2017,152,2959782
country link,KNO,SRG,2017,171,3366153
rajawali,JOG,BTH,2014,119,2264029
mataram,JOG,HLP,2017,95,1763563
mataram,BDO,DPS,2016,139,2679194
rajawali,BTO,BTH,2014,174,3418610
country link,KNO,SRG,2017,168,3306330
water asia,BTO,DPS,2014,89,1649381
macan,CGK,PDG,2015,85,1554494
water asia,JOG,HLP,2015,166,3236208
country link,CGK,PDG,2017,124,2362711
macan,BDO,UPG,2017,170,3347290
macan,JOG,HLP,2017,71,1269141
rajawali,CGK,DPS,2015,186,3680554
country link,BTO,HLP,2017,69,1216817
macan,KNO,SRG,2015,81,1467715
mataram,PKU,UPG,2017,76,1368667
country link,BDO,BTH,2016,184,3629197
rajawali,JOG,HLP,2017,116,2318322
water asia,BTO,BTH,2017,133,2550853
water asia,BDO,SRG,2016,163,3189076
country link,PKU,BTH,2017,78,1399103
country link,CGK,SRG,2017,130,2500257
rajawali,PKU,DPS,2014,99,1851885
country link,BTO,UPG,2016,171,3365603
water asia,BTO,HLP,2016,102,3552427
country link,CGK,DPS,2016,178,3493438
mataram,KNO,HLP,2015,131,2506405
country link,BDO,PDG,2016,189,3733801
mataram,JOG,PDG,2016,130,2499783
rajawali,CGK,DPS,2014,128,2454470
water asia,CGK,SRG,2016,165,3221407
mataram,PKU,SRG,2014,180,3547466
rajawali,PKU,UPG,2015,135,2597019
water asia,BTO,SRG,2015,153,2965338
rajawali,PKU,HLP,2016,120,2285619
water asia,CGK,HLP,2015,95,1773870
rajawali,PKU,SRG,2017,137,2628708
country link,BDO,DPS,2015,72,1289473
water asia,CGK,HLP,2014,93,1716626
mataram,KNO,UPG,2017,106,1976723
country link,BDO,PDG,2017,137,2630136
rajawali,BDO,SRG,2016,193,3828584
macan,JOG,SRG,2016,194,3850788
mataram,JOG,DPS,2016,176,3463703
country link,CGK,DPS,2014,128,2442490
water asia,BTO,HLP,2016,121,2315684
mataram,JOG,PDG,2017,186,3659900
macan,JOG,PDG,2017,104,1944800
mataram,JOG,SRG,2017,162,3156727
country link,BDO,BTH,2015,165,3221863
rajawali,BTO,HLP,2014,127,1503282
rajawali,KNO,SRG,2016,181,3563623
macan,CGK,DPS,2014,107,2002502
macan,CGK,DPS,2015,141,2715197
rajawali,PKU,DPS,2016,69,1216257
water asia,CGK,DPS,2016,159,3094164
country link,BTO,DPS,2017,100,1862329
water asia,PKU,DPS,2014,151,2918144
country link,CGK,UPG,2016,90,1652355
mataram,BDO,DPS,2017,75,1357398
mataram,JOG,BTH,2015,71,1251252
country link,CGK,BTH,2015,117,2206587
water asia,BTO,SRG,2016,179,3516148
country link,KNO,UPG,2016,77,1392089
rajawali,KNO,PDG,2015,165,3220309
rajawali,KNO,BTH,2014,66,1162023
country link,JOG,DPS,2017,180,3537787
macan,BTO,DPS,2014,199,3968712
macan,KNO,SRG,2016,96,1795792
macan,BDO,PDG,2016,148,2862762
water asia,JOG,BTH,2016,126,2404306
macan,PKU,HLP,2015,139,2671030
rajawali,KNO,BTH,2015,165,3226395
rajawali,JOG,DPS,2016,129,2479906
mataram,BDO,DPS,2016,197,3927218
country link,CGK,UPG,2015,70,1237675
country link,PKU,PDG,2014,191,3778949
mataram,KNO,PDG,2015,89,1630733
macan,KNO,SRG,2014,92,1695121
water asia,KNO,UPG,2015,171,3365205
rajawali,JOG,SRG,2015,136,2617497
country link,BDO,SRG,2017,148,2865047
macan,KNO,UPG,2015,140,2703628
mataram,BDO,BTH,2014,179,3529611
mataram,BTO,BTH,2016,172,3382943
macan,BDO,PDG,2014,168,3299038
macan,PKU,DPS,2017,187,3698135
country link,PKU,PDG,2017,78,1410828
country link,KNO,DPS,2015,179,3513597
macan,KNO,SRG,2017,197,3932452
macan,BDO,HLP,2017,122,2328345
water asia,PKU,SRG,2015,189,3750064
country link,CGK,DPS,2014,193,3824758
water asia,KNO,BTH,2016,131,2503723
country link,PKU,BTH,2014,199,3965519
mataram,BTO,SRG,2016,63,1071291
macan,JOG,UPG,2017,199,3965286
rajawali,PKU,SRG,2017,193,3826657
country link,BDO,SRG,2016,177,3477230
country link,PKU,UPG,2015,76,1365417
country link,PKU,SRG,2014,95,1774774
water asia,CGK,BTH,2014,150,2244093
water asia,JOG,UPG,2016,119,2263273
macan,KNO,UPG,2015,148,2855566
water asia,KNO,BTH,2014,183,3616294
mataram,JOG,DPS,2015,73,1308561
water asia,PKU,SRG,2014,71,2691660
rajawali,JOG,HLP,2017,91,1682392
macan,CGK,UPG,2017,92,1694592
water asia,BTO,PDG,2017,141,2731964
water asia,CGK,DPS,2014,187,3692437
mataram,BTO,HLP,2015,85,1558864
macan,BTO,DPS,2017,134,2556857
macan,JOG,SRG,2016,78,1404243
rajawali,KNO,HLP,2017,74,1332561
mataram,PKU,HLP,2015,87,1587010
country link,CGK,HLP,2017,115,2175800
water asia,JOG,BTH,2014,137,2639110
macan,PKU,UPG,2014,165,3216564
macan,CGK,DPS,2014,107,1999833
rajawali,BDO,BTH,2015,93,1733102
rajawali,BDO,SRG,2017,198,3947477
macan,BTO,BTH,2014,187,3690913
rajawali,PKU,SRG,2017,62,1052659
water asia,BTO,PDG,2016,72,1290957
country link,BDO,SRG,2017,78,1401785
macan,CGK,HLP,2014,120,2279555
macan,KNO,UPG,2017,147,2845748
macan,KNO,DPS,2017,137,2641316
rajawali,BDO,HLP,2015,162,3152652
country link,BTO,BTH,2014,171,3363138
macan,BDO,BTH,2017,141,2720287
rajawali,BDO,BTH,2017,146,2824679
country link,KNO,SRG,2016,67,1171636
mataram,KNO,BTH,2017,101,1881500
rajawali,BDO,PDG,2017,185,3653450
country link,KNO,DPS,2017,129,2463320
macan,CGK,HLP,2014,117,2216206
water asia,PKU,UPG,2015,149,2883642
macan,JOG,DPS,2016,85,1557263
mataram,BDO,BTH,2014,115,2174844
rajawali,BTO,UPG,2014,95,1771052
country link,PKU,SRG,2016,194,3862081
rajawali,PKU,HLP,2015,88,1624077
macan,KNO,BTH,2017,188,3730898
water asia,KNO,BTH,2017,186,3671944
country link,JOG,PDG,2017,167,3254759
rajawali,BDO,HLP,2017,158,3081030
water asia,KNO,DPS,2015,190,1238280
water asia,JOG,PDG,2014,111,2081780
macan,CGK,UPG,2017,61,1028704
water asia,KNO,DPS,2016,198,3934814
mataram,KNO,PDG,2014,63,1066266
rajawali,KNO,BTH,2014,145,2815088
mataram,JOG,UPG,2017,155,3008229
macan,CGK,PDG,2015,163,3191632
rajawali,BTO,HLP,2017,125,2389055
country link,CGK,DPS,2017,105,1968480
mataram,BTO,PDG,2014,95,1770397
country link,KNO,SRG,2016,94,1752609
macan,PKU,DPS,2017,67,1166988
country link,BTO,HLP,2017,136,2606698
rajawali,BDO,DPS,2014,195,1891933
rajawali,PKU,PDG,2016,96,1786464
mataram,BTO,PDG,2016,130,2483393
rajawali,KNO,HLP,2014,73,1296157
water asia,CGK,UPG,2014,173,3404086
water asia,CGK,PDG,2014,200,3983092
macan,KNO,PDG,2014,186,3679439
mataram,BTO,UPG,2015,121,2203069
macan,JOG,PDG,2017,131,2504947
country link,KNO,SRG,2015,103,1920889
macan,PKU,DPS,2014,97,1812162
rajawali,JOG,BTH,2017,130,2493232
water asia,KNO,DPS,2015,68,1187091
water asia,KNO,HLP,2016,127,2428646
water asia,BDO,PDG,2017,130,2482539
macan,BTO,BTH,2016,73,1307919
rajawali,KNO,DPS,2015,74,1324069
water asia,JOG,BTH,2015,83,1520466
water asia,PKU,UPG,2016,98,1832750
water asia,JOG,PDG,2017,156,3042790
macan,KNO,SRG,2015,72,1288339
macan,CGK,BTH,2016,135,2581681
mataram,BDO,DPS,2014,125,2396083
rajawali,JOG,PDG,2015,95,1780595
rajawali,PKU,DPS,2015,165,3216100
mataram,BTO,PDG,2016,124,2377900
water asia,JOG,UPG,2015,194,3852576
country link,JOG,UPG,2017,193,3834910
rajawali,PKU,PDG,2017,118,2237639
mataram,BTO,SRG,2014,103,1921048
mataram,BDO,UPG,2015,62,1055184
country link,PKU,UPG,2014,128,2452036
mataram,BDO,DPS,2015,132,2529002
macan,BDO,PDG,2017,94,1743259
country link,PKU,HLP,2014,157,3046838
macan,KNO,HLP,2014,153,2981287
country link,BTO,PDG,2014,185,3655340
water asia,BTO,SRG,2014,193,3833476
mataram,JOG,PDG,2016,77,1395423
macan,PKU,DPS,2016,130,2498249
water asia,BDO,DPS,2017,192,3806713
rajawali,CGK,BTH,2014,168,3291305
macan,CGK,UPG,2017,116,2180958
mataram,CGK,HLP,2016,106,1989523
country link,BTO,PDG,2015,189,3749590
rajawali,KNO,DPS,2016,85,1556472
rajawali,KNO,UPG,2016,156,3031708
mataram,BDO,PDG,2015,106,1989623
rajawali,CGK,SRG,2015,136,2600502
mataram,JOG,PDG,2016,153,2981715
rajawali,PKU,HLP,2016,64,1112717
country link,BTO,DPS,2017,107,2009071
macan,BTO,UPG,2017,135,2588549
rajawali,PKU,HLP,2016,167,3277770
rajawali,PKU,SRG,2015,115,2174865
rajawali,CGK,BTH,2016,195,3887125
macan,BDO,UPG,2017,132,2534415
mataram,CGK,HLP,2017,200,3983274
water asia,PKU,DPS,2017,78,1413668
mataram,PKU,SRG,2017,113,2128656
mataram,CGK,SRG,2015,172,3382860
mataram,CGK,DPS,2014,113,2132200
water asia,BTO,PDG,2015,180,3548259
mataram,CGK,BTH,2016,199,3966036
water asia,KNO,UPG,2014,60,1012380
water asia,PKU,HLP,2014,146,2827503
water asia,BDO,HLP,2017,67,1169650
water asia,JOG,SRG,2016,62,1040629
mataram,JOG,BTH,2015,93,1720746
mataram,BDO,DPS,2016,170,3343794
macan,BTO,BTH,2016,139,2686608
country link,CGK,PDG,2014,190,3762688
water asia,BDO,PDG,2014,90,1665514
rajawali,KNO,SRG,2016,93,1723163
macan,PKU,DPS,2015,194,3849870
mataram,CGK,UPG,2016,63,1082138
macan,BTO,PDG,2016,93,1713779
rajawali,KNO,PDG,2014,144,2789472
country link,BTO,HLP,2014,80,1448040
mataram,KNO,DPS,2015,150,2903014
water asia,PKU,DPS,2017,87,1587385
water asia,KNO,BTH,2014,66,1152397
water asia,CGK,SRG,2015,142,2738167
macan,PKU,HLP,2014,99,1839536
water asia,BDO,HLP,2017,138,2664324
mataram,BDO,HLP,2014,134,2557520
country link,JOG,DPS,2014,177,3481754
rajawali,PKU,SRG,2015,172,3382542
country link,JOG,DPS,2016,105,1969754
country link,BTO,UPG,2015,117,2206043
water asia,PKU,BTH,2016,151,2933314
water asia,PKU,HLP,2015,157,3061292
rajawali,JOG,UPG,2014,152,2939861
mataram,CGK,PDG,2014,102,1904470
country link,BDO,BTH,2015,81,1477383
mataram,BTO,SRG,2015,185,3648081
macan,CGK,SRG,2015,62,1046075
macan,BDO,DPS,2016,171,3353578
macan,CGK,UPG,2015,125,2395725
country link,BDO,SRG,2014,135,2582315
mataram,KNO,UPG,2017,62,1053948
water asia,CGK,SRG,2015,177,3474963
mataram,BTO,PDG,2016,134,2574647
water asia,BTO,PDG,2017,129,2479185
water asia,KNO,PDG,2016,115,2163742
mataram,CGK,DPS,2015,94,1740701
country link,KNO,SRG,2016,198,3945896
macan,KNO,HLP,2015,141,2718264
country link,PKU,SRG,2017,169,3325491
country link,CGK,SRG,2017,176,3455109
macan,BTO,SRG,2014,152,2962041
macan,KNO,HLP,2016,105,1960525
rajawali,KNO,BTH,2017,120,2278639
rajawali,JOG,PDG,2016,200,3995293
country link,JOG,SRG,2015,167,3572643
country link,CGK,DPS,2014,184,3618845
mataram,CGK,PDG,2016,154,2142206
rajawali,BDO,BTH,2017,152,2936046
macan,BTO,DPS,2017,76,1367882
rajawali,CGK,PDG,2016,160,3120956
country link,PKU,PDG,2017,139,2688568
macan,CGK,HLP,2016,140,2711146
country link,CGK,BTH,2014,164,3197529
rajawali,JOG,PDG,2014,134,2566221
rajawali,JOG,HLP,2016,81,1459871
macan,JOG,BTH,2014,89,1626171
country link,CGK,BTH,2015,82,1490416
country link,BTO,DPS,2014,77,1392016
macan,CGK,PDG,2014,168,3297152
country link,KNO,DPS,2015,162,3154601
rajawali,CGK,DPS,2015,171,3359535
macan,CGK,PDG,2014,64,1098620
macan,BDO,PDG,2017,165,3223018
rajawali,KNO,PDG,2017,129,2476065
mataram,BDO,BTH,2017,164,3199020
macan,BTO,UPG,2014,120,2272735
mataram,KNO,DPS,2017,198,3955558
rajawali,BDO,DPS,2014,75,1345258
water asia,BDO,UPG,2014,79,1421596
water asia,PKU,SRG,2017,168,3297701
country link,BTO,SRG,2014,176,3456493
country link,JOG,DPS,2014,131,2505074
country link,PKU,DPS,2016,131,2517108
mataram,PKU,UPG,2016,94,1741211
water asia,PKU,PDG,2015,123,2351715
macan,PKU,HLP,2017,183,3602725
country link,BTO,PDG,2015,198,3935171
country link,PKU,DPS,2015,146,2820873
water asia,KNO,HLP,2016,91,1685096
country link,BDO,BTH,2016,124,2376524
macan,JOG,HLP,2014,127,2431546
macan,PKU,DPS,2014,136,2618017
country link,BDO,HLP,2016,167,3268078
mataram,JOG,PDG,2017,121,2301818
mataram,BTO,SRG,2014,144,2776980
country link,CGK,BTH,2014,137,2630161
water asia,BDO,BTH,2016,109,2044799
macan,JOG,UPG,2015,82,1490820
mataram,PKU,HLP,2016,72,1277226
rajawali,CGK,SRG,2016,179,3521373
country link,BDO,HLP,2016,116,2191848
rajawali,JOG,SRG,2015,130,2488530
water asia,KNO,BTH,2015,173,3389213
macan,CGK,UPG,2015,97,1812146
country link,BTO,SRG,2017,78,1406100
mataram,JOG,HLP,2016,62,2234016
mataram,JOG,DPS,2015,191,3783375
